lokasi,status,tipe,id_daftar_sekolah,id_prodi_pilihan_1,id_prodi_pilihan_2,avg_nilai_uan,avg_nilai_raport,is_diterima
0,1,1,461,3,9,0.0,0,0
1,0,1,16,9,1,0.0,0,0
1,0,1,16,3,9,0.0,0,0
0,1,1,1477,7,9,0.0,0,0
0,0,0,1383,9,10,0.0,0,0
1,0,1,63,11,9,0.0,0,0
0,0,1,888,5,9,0.0,0,0
0,1,0,1492,9,1,0.0,0,0
0,1,1,724,7,9,0.0,0,0
0,1,1,347,7,9,0.0,0,0
0,1,1,347,9,8,0.0,0,0
0,0,0,1080,9,1,0.0,0,0
1,0,1,8,9,1,0.0,0,0
1,1,1,1541,9,8,0.0,0,0
1,1,1,1543,9,1,0.0,0,0
0,1,1,343,9,1,0.0,0,0
0,1,1,1108,7,9,0.0,0,0
0,1,0,2388,7,9,0.0,0,0
1,0,1,63,3,9,0.0,0,0
0,1,1,272,5,9,0.0,0,0
0,0,1,180,9,1,0.0,0,0
0,0,1,1573,9,10,0.0,0,0
0,0,1,2237,6,9,0.0,0,0
0,1,1,145,3,9,0.0,0,0
0,1,1,2225,4,9,0.0,0,0
0,0,1,2237,9,1,0.0,0,0
0,1,1,184,9,4,0.0,0,0
0,0,1,760,9,10,0.0,0,0
0,1,0,1413,9,7,0.0,0,0
0,0,1,399,9,10,0.0,0,0
0,1,1,156,10,9,0.0,0,0
0,0,1,229,9,10,0.0,0,0
0,1,1,110,7,9,0.0,0,0
0,0,1,891,9,10,0.0,0,0
1,1,1,522,7,9,0.0,0,0
0,1,1,1619,10,9,0.0,0,0
1,0,1,2213,7,9,0.0,0,0
0,1,0,2330,7,9,0.0,0,0
0,1,1,1689,4,9,0.0,0,0
0,1,1,1704,10,9,0.0,0,0
0,1,1,1085,9,10,0.0,0,0
0,1,1,1275,7,9,0.0,0,0
0,1,1,1671,9,3,0.0,0,0
0,1,1,2237,4,9,0.0,0,0
0,1,1,860,9,4,0.0,0,0
0,1,1,860,4,9,0.0,0,0
1,0,1,1385,8,9,0.0,0,0
1,0,1,2295,11,9,0.0,0,0
1,1,0,1733,6,9,0.0,0,0
1,0,1,468,8,9,24.0,0,0
1,0,1,35,5,9,0.0,0,0
1,0,1,7,8,9,0.0,0,0
1,0,1,56,7,9,0.0,0,0
1,0,1,7,7,9,0.0,0,0
1,0,1,23,9,6,36.0,0,0
1,1,1,619,6,9,0.0,0,0
0,0,1,63,9,10,0.0,0,0
0,1,1,737,7,9,0.0,0,0
0,0,1,77,4,9,0.0,0,0
0,1,1,335,6,9,0.0,0,0
0,1,1,1504,7,9,0.0,0,0
1,1,1,5,6,9,0.0,0,0
1,0,0,1753,9,10,0.0,0,0
1,1,0,1765,8,9,23.0,0,0
0,0,1,104,9,4,0.0,0,0
1,0,1,32,9,10,0.0,0,0
0,0,1,2407,8,9,0.0,0,0
0,0,1,2407,8,9,0.0,0,0
1,1,1,183,3,9,0.0,0,0
1,1,1,201,7,9,26.0,0,0
1,1,0,710,8,9,0.0,0,0
1,1,1,1604,9,3,0.0,0,0
0,1,1,383,7,9,0.0,0,0
0,1,1,1789,3,9,0.0,0,0
0,1,1,2235,3,9,0.0,0,0
0,1,1,1791,3,9,0.0,0,0
0,0,1,16,9,10,0.0,0,0
0,1,1,1797,3,9,0.0,0,0
1,1,1,235,3,9,0.0,0,0
0,1,1,1812,3,9,0.0,0,0
0,1,1,156,9,4,0.0,0,0
0,1,1,2204,10,9,0.0,0,0
0,0,0,1834,9,10,0.0,0,0
0,1,0,1836,3,9,0.0,0,0
0,1,1,915,4,9,0.0,0,0
0,1,1,1681,9,1,0.0,0,0
0,0,1,369,6,9,0.0,0,0
0,1,1,472,6,9,0.0,0,0
0,0,1,1694,9,10,0.0,0,0
0,0,1,16,9,5,0.0,0,0
1,1,1,1899,9,10,0.0,0,0
0,1,1,2246,7,9,0.0,0,0
0,1,1,1915,9,10,0.0,0,0
1,0,0,1916,10,9,0.0,0,0
0,0,1,405,9,10,0.0,0,0
1,0,1,35,8,9,64.0,0,0
0,1,1,1894,9,10,0.0,0,0
0,0,1,888,3,9,0.0,0,0
0,0,1,134,7,9,0.0,0,0
0,1,1,1239,9,10,0.0,0,0
0,1,1,1133,5,9,0.0,0,0
0,1,1,284,5,9,0.0,0,0
0,0,1,134,9,1,0.0,0,0
1,1,1,1942,7,9,29.0,0,0
0,1,1,655,9,10,0.0,0,0
1,1,1,1992,9,3,0.0,0,0
0,1,1,1927,7,9,0.0,0,0
1,0,1,75,9,4,0.0,0,0
0,0,1,2337,9,10,0.0,0,0
0,1,1,1961,9,10,0.0,0,0
0,0,1,1966,4,9,0.0,0,0
0,0,1,1968,9,10,0.0,0,0
0,0,1,2187,3,9,0.0,0,0
0,0,1,2237,9,1,0.0,0,0
0,0,1,24,9,1,0.0,0,0
1,1,1,2297,9,10,0.0,79,1
1,0,1,7,9,1,0.0,79,1
1,0,1,20,9,1,0.0,75,1
1,0,1,20,9,1,0.0,83,1
1,1,1,820,9,1,0.0,83,1
1,0,1,7,9,1,0.0,78,1
1,0,1,32,9,1,0.0,78,1
1,0,1,8,9,1,0.0,78,1
0,0,1,85,9,10,0.0,80,1
1,1,1,434,9,10,0.0,83,1
1,0,1,7,9,10,0.0,81,1
1,0,1,7,9,10,0.0,81,1
1,0,1,20,9,1,0.0,80,1
1,0,1,26,9,1,0.0,82,1
1,0,1,8,9,1,0.0,81,1
1,1,1,1421,9,4,0.0,81,1
1,0,1,20,9,1,0.0,78,1
1,0,1,7,9,10,0.0,77,1
1,0,1,8,9,1,0.0,87,1
1,0,1,283,9,1,0.0,89,1
1,1,1,289,9,1,0.0,83,1
0,0,1,2211,9,1,0.0,76,1
0,0,1,1301,9,1,0.0,77,1
1,0,1,1385,9,1,82.0,79,1
1,0,1,7,9,5,0.0,83,1
0,0,1,1994,9,1,0.0,76,1
1,0,1,8,9,1,85.0,84,1
1,0,1,26,9,8,0.0,84,1
1,0,1,26,9,3,0.0,79,1
1,0,1,26,9,10,0.0,82,1
1,0,1,3,9,10,0.0,85,1
1,0,1,8,9,1,0.0,80,1
1,0,0,1996,9,10,0.0,77,1
1,1,0,129,9,1,30.0,86,1
1,0,0,1998,9,1,0.0,75,1
1,1,1,127,9,3,0.0,79,1
1,1,1,160,9,1,0.0,80,1
1,1,1,97,9,10,0.0,88,1
1,1,1,163,9,10,0.0,81,1
0,0,1,77,9,1,0.0,82,1
1,1,1,160,9,1,0.0,81,1
0,0,1,261,9,7,0.0,89,1
1,1,1,163,9,10,0.0,79,1
0,1,1,2243,9,10,35.0,84,1
0,0,1,2278,9,10,0.0,83,1
0,1,0,2348,9,1,0.0,85,1
1,0,1,642,9,3,0.0,78,1
0,1,1,389,9,4,0.0,80,1
1,1,1,1997,9,8,0.0,83,1
1,0,0,531,9,1,57.75,77,1
0,1,1,205,9,1,0.0,82,1
1,0,1,55,9,10,0.0,77,1
0,0,1,77,9,10,0.0,74,1
1,1,1,1999,9,10,0.0,80,1
1,0,1,517,9,8,0.0,76,1
1,0,0,102,9,1,68.0,82,1
0,0,1,69,9,10,0.0,88,1
1,1,1,242,9,10,0.0,88,1
1,0,1,26,9,10,0.0,79,1
0,0,1,75,9,1,0.0,77,1
1,1,1,800,9,1,22.0,79,1
0,1,1,1387,9,10,0.0,84,1
0,1,0,2348,9,10,0.0,83,1
1,1,1,65,9,10,0.0,83,1
0,1,1,2294,9,1,0.0,81,1
0,0,1,75,9,1,0.0,85,1
1,0,1,8,9,10,0.0,85,1
1,0,1,558,9,10,0.0,75,1
1,1,1,406,9,10,83.0,80,1
1,0,0,531,9,1,0.0,77,1
0,1,1,246,9,10,0.0,81,1
0,0,1,865,9,8,0.0,73,1
1,1,0,765,9,1,28.0,81,1
0,1,1,2000,9,1,17.0,78,1
0,1,1,1876,9,3,0.0,82,1
0,1,1,71,9,10,0.0,77,1
1,0,0,1916,9,10,0.0,88,1
0,0,1,2001,9,1,0.0,80,1
0,1,1,318,9,8,61.5,80,1
1,1,1,41,9,5,86.0,83,1
0,0,1,1415,9,1,81.0,83,1
1,1,1,1199,9,3,85.0,82,1
0,1,1,2243,9,10,0.0,81,1
0,0,0,1408,9,1,0.0,83,1
0,0,1,2005,9,3,87.0,79,1
0,1,1,1152,9,7,0.0,77,1
0,1,1,1770,9,7,0.0,77,1
1,1,1,126,9,1,29.0,85,1
1,0,1,8,9,1,0.0,80,1
0,1,1,343,9,1,88.0,89,1
1,1,0,1223,9,1,77.0,75,1
1,1,1,434,9,10,0.0,85,1
1,0,0,1163,9,10,0.0,93,1
0,1,1,1108,9,10,81.0,81,1
1,1,1,1058,9,10,78.0,77,1
1,1,1,2028,9,3,80.0,82,1
0,1,1,957,9,10,0.0,86,1
0,1,1,847,9,1,54.0,80,1
0,1,0,2003,9,11,87.0,82,1
0,0,1,1373,9,3,83.0,80,1
1,0,1,20,9,1,0.0,75,1
1,0,0,2006,9,10,56.25,79,1
0,0,1,2273,9,11,0.0,77,1
0,1,1,1944,9,7,0.0,78,1
0,0,1,75,9,4,0.0,81,1
0,0,1,2378,9,3,70.0,84,1
0,1,1,2004,9,10,0.0,86,1
1,1,0,2008,9,3,0.0,84,1
0,1,1,1409,9,10,0.0,81,1
0,1,1,153,9,3,83.0,83,1
0,1,1,1776,9,1,0.0,77,1
0,0,0,2009,9,10,0.0,75,1
1,0,0,1786,9,10,0.0,80,1
0,1,1,2007,9,1,0.0,80,1
0,1,1,187,9,10,0.0,85,1
0,0,1,105,9,10,0.0,79,1
1,1,1,160,9,1,80.0,79,1
1,1,0,1839,9,10,0.0,80,1
1,1,1,2483,9,10,91.0,85,1
0,1,1,402,9,3,81.0,81,1
1,1,1,1058,9,1,0.0,82,1
0,1,1,1295,9,1,90.0,85,1
0,1,1,1358,9,10,0.0,88,1
0,0,1,2403,9,1,0.0,74,1
1,1,1,2010,9,10,88.0,83,1
1,0,1,20,9,1,27.0,83,1
0,0,1,500,9,10,0.0,74,1
0,0,1,2213,9,10,82.0,82,1
1,1,1,483,9,10,0.0,78,1
1,1,1,1058,9,10,84.0,83,1
0,0,1,875,9,4,65.0,77,1
0,0,1,1033,9,7,0.0,82,1
0,1,1,144,9,1,0.0,81,1
1,0,1,3,9,10,0.0,79,1
0,1,1,2011,9,1,85.0,86,1
0,0,1,647,6,9,0.0,80,1
0,0,1,75,6,9,0.0,80,1
0,0,1,75,6,9,0.0,80,1
0,1,1,205,11,9,0.0,82,1
0,1,1,755,2,9,0.0,84,1
0,1,1,135,10,9,78.0,78,1
1,0,1,0,9,1,0.0,78,1
1,0,1,11,9,4,0.0,81,1
0,0,1,16,9,10,0.0,81,1
1,0,1,32,9,10,0.0,75,1
1,0,1,2295,9,1,0.0,81,1
1,0,1,2295,9,1,0.0,77,1
0,1,1,2024,9,10,0.0,83,1
1,0,1,20,9,1,0.0,79,1
0,1,1,2025,9,10,0.0,79,1
0,1,1,1085,9,7,0.0,80,1
0,1,1,544,9,11,0.0,79,1
0,1,1,187,9,8,0.0,76,0
1,0,0,531,9,1,0.0,77,1
1,0,1,1522,9,1,0.0,81,1
0,0,1,1365,9,10,0.0,75,1
1,0,1,16,9,10,0.0,76,0
1,0,1,55,9,8,0.0,76,0
1,0,1,42,9,1,0.0,77,0
0,0,1,63,9,3,0.0,73,1
0,0,1,35,9,1,0.0,79,0
1,0,1,32,9,1,0.0,75,0
0,0,1,26,9,1,0.0,80,1
1,0,1,26,9,11,0.0,82,1
0,0,1,63,9,4,0.0,81,1
0,1,1,360,9,10,0.0,75,1
1,0,1,7,9,5,0.0,76,0
1,1,1,691,9,4,0.0,76,0
1,0,1,517,9,8,0.0,76,0
0,0,1,1994,9,1,0.0,76,0
0,1,1,1387,9,3,0.0,82,1
1,0,1,26,9,4,0.0,75,0
1,0,1,26,9,1,0.0,85,1
1,0,0,478,9,3,0.0,82,1
0,1,1,378,9,8,0.0,85,1
0,1,1,619,9,10,0.0,75,1
1,0,1,7,9,4,0.0,74,1
1,0,1,468,9,10,0.0,78,1
1,0,0,1475,9,3,0.0,76,1
0,0,1,760,9,10,0.0,92,1
0,0,1,75,9,10,0.0,82,1
0,0,1,622,9,10,0.0,84,1
0,1,1,1651,9,10,0.0,85,1
1,1,1,2191,9,3,0.0,83,0
0,1,1,2225,9,10,0.0,78,1
0,1,1,5,9,10,0.0,86,1
0,1,1,205,9,10,0.0,83,1
0,1,1,2486,9,1,0.0,85,1
0,1,1,725,9,10,0.0,74,0
0,0,1,1573,9,1,0.0,75,0
0,0,1,2278,9,7,0.0,75,1
0,0,1,7,9,1,0.0,80,1
1,0,0,2026,9,10,0.0,73,1
1,1,1,40,9,3,0.0,81,1
0,0,1,489,9,10,0.0,69,1
0,0,1,2211,9,10,0.0,77,0
0,1,1,2027,9,4,0.0,79,1
0,0,0,2002,9,1,0.0,70,0
0,1,1,2004,9,3,0.0,84,1
1,1,1,97,9,10,0.0,92,1
1,0,1,8,9,10,0.0,88,1
0,0,1,198,9,3,0.0,68,0
0,1,1,117,9,10,0.0,91,1
0,0,1,1986,9,3,0.0,65,0
0,1,1,367,9,8,0.0,73,1
0,0,1,422,9,10,0.0,87,1
1,0,1,2181,9,1,0.0,81,1
0,0,1,134,9,7,0.0,74,0
0,1,1,343,9,10,0.0,89,1
0,1,1,1944,9,3,0.0,83,1
1,1,1,289,9,4,0.0,83,0
1,0,1,16,9,11,0.0,80,1
0,1,1,1636,9,10,0.0,80,1
0,1,1,343,9,3,49.0,81,0
0,1,1,144,9,10,0.0,79,1
0,1,1,343,9,3,0.0,83,1
0,0,1,2234,9,7,0.0,70,1
0,1,1,2029,9,10,0.0,76,1
0,0,1,75,9,10,83.0,73,1
0,1,1,144,9,1,0.0,79,1
0,0,1,104,9,10,0.0,83,1
0,1,1,2204,9,1,0.0,72,0
0,0,1,498,9,1,0.0,83,1
0,1,1,343,9,3,0.0,81,0
0,1,1,1108,9,1,0.0,75,0
0,0,0,2002,9,1,0.0,70,0
0,1,1,343,9,10,0.0,85,1
0,1,1,2030,9,10,0.0,78,1
0,1,1,5,9,11,0.0,80,0
0,1,1,2246,9,10,0.0,88,1
1,1,1,235,9,10,0.0,80,1
0,1,0,2031,9,10,0.0,74,0
0,1,1,2243,9,10,0.0,84,1
0,0,0,1325,9,8,0.0,75,0
1,1,1,285,9,1,0.0,81,1
0,0,1,2187,9,1,0.0,77,0
1,0,0,102,9,1,0.0,82,1
1,1,1,1456,9,1,0.0,79,0
0,1,1,2204,9,10,0.0,72,0
1,1,1,1899,9,4,0.0,81,1
0,1,1,1108,9,3,0.0,76,0
0,1,1,95,9,4,0.0,84,1
0,1,1,343,9,1,0.0,81,1
0,1,1,145,9,1,0.0,80,0
1,1,1,2032,9,10,0.0,78,0
1,0,1,16,7,9,81.0,77,0
1,0,1,2290,3,9,0.0,75,0
1,0,1,24,10,9,0.0,74,1
1,1,1,424,10,9,0.0,88,1
1,0,1,1385,10,9,0.0,79,1
1,0,1,67,10,9,50.0,78,1
0,0,1,2033,3,9,0.0,80,0
0,0,1,63,6,9,0.0,79,0
1,1,1,1455,7,9,0.0,76,0
0,1,1,275,10,9,0.0,78,1
0,0,1,77,7,9,0.0,73,0
1,0,1,8,10,9,0.0,79,1
1,1,1,588,6,9,0.0,82,1
0,0,0,2237,6,9,0.0,0,0
1,1,0,712,7,9,0.0,76,0
0,0,1,77,7,9,0.0,75,0
1,0,1,16,3,9,0.0,73,0
1,0,1,8,10,9,0.0,85,1
0,0,1,261,3,9,0.0,86,0
1,0,1,26,11,9,0.0,0,0
0,0,1,622,7,9,0.0,0,0
1,1,1,201,6,9,0.0,0,0
0,0,1,2307,7,9,0.0,82,0
1,1,0,836,10,9,0.0,85,1
0,0,0,2261,10,9,0.0,76,1
0,0,1,143,7,9,0.0,88,0
0,0,1,7,10,9,0.0,76,1
0,1,1,2198,4,9,0.0,86,0
1,0,1,26,5,9,0.0,79,0
0,0,1,2256,6,9,0.0,84,0
0,0,1,572,4,9,0.0,70,0
0,1,1,472,3,9,0.0,75,0
0,1,0,460,10,9,0.0,76,1
0,1,1,2034,6,9,0.0,83,0
0,1,1,1768,7,9,0.0,77,0
1,0,0,1786,10,9,28.0,82,1
0,1,1,2225,4,9,83.0,80,0
